Freq.	V(vout)
1.10382442566938e+00	(-1.37177581497659e+01dB,-6.56548540324683e+01°)
1.10407861990024e+00	(-1.37194183436697e+01dB,-6.56598085721935e+01°)
1.10433287266821e+00	(-1.37210786674526e+01dB,-6.56647623587361e+01°)
1.10458718398679e+00	(-1.37227391210753e+01dB,-6.56697153920626e+01°)
1.10484155386946e+00	(-1.37243997044981e+01dB,-6.56746676721395e+01°)
1.10509598232970e+00	(-1.37260604176818e+01dB,-6.56796191989335e+01°)
1.10535046938100e+00	(-1.37277212605867e+01dB,-6.56845699724110e+01°)
1.10560501503686e+00	(-1.37293822331735e+01dB,-6.56895199925390e+01°)
1.10585961931077e+00	(-1.37310433354026e+01dB,-6.56944692592843e+01°)
1.10611428221624e+00	(-1.37327045672345e+01dB,-6.56994177726138e+01°)
1.10636900376675e+00	(-1.37343659286299e+01dB,-6.57043655324947e+01°)
1.10662378397582e+00	(-1.37360274195493e+01dB,-6.57093125388941e+01°)
1.10687862285696e+00	(-1.37376890399531e+01dB,-6.57142587917793e+01°)
1.10713352042368e+00	(-1.37393507898021e+01dB,-6.57192042911175e+01°)
1.10738847668948e+00	(-1.37410126690566e+01dB,-6.57241490368762e+01°)
1.10764349166790e+00	(-1.37426746776774e+01dB,-6.57290930290230e+01°)
1.10789856537244e+00	(-1.37443368156249e+01dB,-6.57340362675255e+01°)
1.10815369781664e+00	(-1.37459990828597e+01dB,-6.57389787523515e+01°)
1.10840888901402e+00	(-1.37476614793424e+01dB,-6.57439204834686e+01°)
1.10866413897811e+00	(-1.37493240050336e+01dB,-6.57488614608449e+01°)
1.10891944772244e+00	(-1.37509866598939e+01dB,-6.57538016844484e+01°)
1.10917481526055e+00	(-1.37526494438838e+01dB,-6.57587411542471e+01°)
1.10943024160598e+00	(-1.37543123569640e+01dB,-6.57636798702093e+01°)
1.10968572677228e+00	(-1.37559753990950e+01dB,-6.57686178323033e+01°)
1.10994127077297e+00	(-1.37576385702375e+01dB,-6.57735550404974e+01°)
1.11019687362163e+00	(-1.37593018703520e+01dB,-6.57784914947601e+01°)
1.11045253533179e+00	(-1.37609652993991e+01dB,-6.57834271950600e+01°)
1.11070825591701e+00	(-1.37626288573396e+01dB,-6.57883621413658e+01°)
1.11096403539086e+00	(-1.37642925441339e+01dB,-6.57932963336463e+01°)
1.11121987376688e+00	(-1.37659563597428e+01dB,-6.57982297718702e+01°)
1.11147577105865e+00	(-1.37676203041268e+01dB,-6.58031624560065e+01°)
1.11173172727974e+00	(-1.37692843772465e+01dB,-6.58080943860244e+01°)
1.11198774244371e+00	(-1.37709485790627e+01dB,-6.58130255618929e+01°)
1.11224381656413e+00	(-1.37726129095359e+01dB,-6.58179559835813e+01°)
1.11249994965459e+00	(-1.37742773686269e+01dB,-6.58228856510588e+01°)
1.11275614172866e+00	(-1.37759419562961e+01dB,-6.58278145642950e+01°)
1.11301239279994e+00	(-1.37776066725044e+01dB,-6.58327427232593e+01°)
1.11326870288199e+00	(-1.37792715172124e+01dB,-6.58376701279213e+01°)
1.11352507198842e+00	(-1.37809364903806e+01dB,-6.58425967782509e+01°)
1.11378150013281e+00	(-1.37826015919699e+01dB,-6.58475226742176e+01°)
1.11403798732876e+00	(-1.37842668219408e+01dB,-6.58524478157915e+01°)
1.11429453358987e+00	(-1.37859321802541e+01dB,-6.58573722029426e+01°)
1.11455113892974e+00	(-1.37875976668703e+01dB,-6.58622958356409e+01°)
1.11480780336198e+00	(-1.37892632817503e+01dB,-6.58672187138565e+01°)
1.11506452690020e+00	(-1.37909290248547e+01dB,-6.58721408375598e+01°)
1.11532130955799e+00	(-1.37925948961442e+01dB,-6.58770622067211e+01°)
1.11557815134899e+00	(-1.37942608955794e+01dB,-6.58819828213109e+01°)
1.11583505228681e+00	(-1.37959270231212e+01dB,-6.58869026812997e+01°)
1.11609201238506e+00	(-1.37975932787301e+01dB,-6.58918217866582e+01°)
1.11634903165737e+00	(-1.37992596623670e+01dB,-6.58967401373571e+01°)
1.11660611011738e+00	(-1.38009261739925e+01dB,-6.59016577333672e+01°)
1.11686324777870e+00	(-1.38025928135673e+01dB,-6.59065745746594e+01°)
1.11712044465497e+00	(-1.38042595810522e+01dB,-6.59114906612049e+01°)
1.11737770075983e+00	(-1.38059264764079e+01dB,-6.59164059929745e+01°)
1.11763501610692e+00	(-1.38075934995952e+01dB,-6.59213205699397e+01°)
1.11789239070988e+00	(-1.38092606505747e+01dB,-6.59262343920717e+01°)
1.11814982458235e+00	(-1.38109279293073e+01dB,-6.59311474593418e+01°)
1.11840731773799e+00	(-1.38125953357536e+01dB,-6.59360597717215e+01°)
1.11866487019045e+00	(-1.38142628698744e+01dB,-6.59409713291825e+01°)
1.11892248195338e+00	(-1.38159305316306e+01dB,-6.59458821316964e+01°)
1.11918015304043e+00	(-1.38175983209828e+01dB,-6.59507921792349e+01°)
1.11943788346528e+00	(-1.38192662378917e+01dB,-6.59557014717699e+01°)
1.11969567324159e+00	(-1.38209342823183e+01dB,-6.59606100092734e+01°)
1.11995352238302e+00	(-1.38226024542232e+01dB,-6.59655177917174e+01°)
1.12021143090324e+00	(-1.38242707535673e+01dB,-6.59704248190740e+01°)
1.12046939881594e+00	(-1.38259391803113e+01dB,-6.59753310913154e+01°)
1.12072742613478e+00	(-1.38276077344160e+01dB,-6.59802366084141e+01°)
1.12098551287344e+00	(-1.38292764158422e+01dB,-6.59851413703423e+01°)
1.12124365904562e+00	(-1.38309452245507e+01dB,-6.59900453770727e+01°)
1.12150186466499e+00	(-1.38326141605023e+01dB,-6.59949486285777e+01°)
1.12176012974525e+00	(-1.38342832236579e+01dB,-6.59998511248301e+01°)
1.12201845430009e+00	(-1.38359524139781e+01dB,-6.60047528658027e+01°)
1.12227683834320e+00	(-1.38376217314239e+01dB,-6.60096538514683e+01°)
1.12253528188829e+00	(-1.38392911759561e+01dB,-6.60145540817999e+01°)
1.12279378494906e+00	(-1.38409607475355e+01dB,-6.60194535567706e+01°)
1.12305234753921e+00	(-1.38426304461229e+01dB,-6.60243522763535e+01°)
1.12331096967245e+00	(-1.38443002716791e+01dB,-6.60292502405219e+01°)
1.12356965136249e+00	(-1.38459702241651e+01dB,-6.60341474492491e+01°)
1.12382839262305e+00	(-1.38476403035416e+01dB,-6.60390439025086e+01°)
1.12408719346785e+00	(-1.38493105097695e+01dB,-6.60439396002738e+01°)
1.12434605391061e+00	(-1.38509808428097e+01dB,-6.60488345425184e+01°)
1.12460497396505e+00	(-1.38526513026230e+01dB,-6.60537287292161e+01°)
1.12486395364490e+00	(-1.38543218891702e+01dB,-6.60586221603407e+01°)
1.12512299296389e+00	(-1.38559926024123e+01dB,-6.60635148358661e+01°)
1.12538209193575e+00	(-1.38576634423101e+01dB,-6.60684067557662e+01°)
1.12564125057423e+00	(-1.38593344088245e+01dB,-6.60732979200152e+01°)
1.12590046889306e+00	(-1.38610055019164e+01dB,-6.60781883285872e+01°)
1.12615974690598e+00	(-1.38626767215466e+01dB,-6.60830779814565e+01°)
1.12641908462675e+00	(-1.38643480676761e+01dB,-6.60879668785974e+01°)
1.12667848206911e+00	(-1.38660195402657e+01dB,-6.60928550199844e+01°)
1.12693793924682e+00	(-1.38676911392764e+01dB,-6.60977424055920e+01°)
1.12719745617363e+00	(-1.38693628646691e+01dB,-6.61026290353949e+01°)
1.12745703286329e+00	(-1.38710347164046e+01dB,-6.61075149093677e+01°)
1.12771666932959e+00	(-1.38727066944440e+01dB,-6.61124000274853e+01°)
1.12797636558627e+00	(-1.38743787987480e+01dB,-6.61172843897225e+01°)
1.12823612164711e+00	(-1.38760510292776e+01dB,-6.61221679960545e+01°)
1.12849593752587e+00	(-1.38777233859939e+01dB,-6.61270508464562e+01°)
1.12875581323635e+00	(-1.38793958688576e+01dB,-6.61319329409028e+01°)
1.12901574879231e+00	(-1.38810684778297e+01dB,-6.61368142793697e+01°)
1.12927574420753e+00	(-1.38827412128713e+01dB,-6.61416948618322e+01°)
1.12953579949580e+00	(-1.38844140739431e+01dB,-6.61465746882657e+01°)
1.12979591467091e+00	(-1.38860870610063e+01dB,-6.61514537586457e+01°)
1.13005608974665e+00	(-1.38877601740217e+01dB,-6.61563320729480e+01°)
1.13031632473681e+00	(-1.38894334129503e+01dB,-6.61612096311483e+01°)
1.13057661965519e+00	(-1.38911067777531e+01dB,-6.61660864332223e+01°)
1.13083697451559e+00	(-1.38927802683910e+01dB,-6.61709624791460e+01°)
1.13109738933181e+00	(-1.38944538848250e+01dB,-6.61758377688954e+01°)
1.13135786411767e+00	(-1.38961276270162e+01dB,-6.61807123024466e+01°)
1.13161839888697e+00	(-1.38978014949254e+01dB,-6.61855860797757e+01°)
1.13187899365352e+00	(-1.38994754885137e+01dB,-6.61904591008591e+01°)
1.13213964843115e+00	(-1.39011496077422e+01dB,-6.61953313656731e+01°)
1.13240036323366e+00	(-1.39028238525717e+01dB,-6.62002028741942e+01°)
1.13266113807489e+00	(-1.39044982229632e+01dB,-6.62050736263989e+01°)
1.13292197296866e+00	(-1.39061727188779e+01dB,-6.62099436222638e+01°)
1.13318286792880e+00	(-1.39078473402768e+01dB,-6.62148128617658e+01°)
1.13344382296914e+00	(-1.39095220871207e+01dB,-6.62196813448816e+01°)
1.13370483810351e+00	(-1.39111969593709e+01dB,-6.62245490715882e+01°)
1.13396591334577e+00	(-1.39128719569882e+01dB,-6.62294160418625e+01°)
1.13422704870973e+00	(-1.39145470799337e+01dB,-6.62342822556816e+01°)
1.13448824420927e+00	(-1.39162223281686e+01dB,-6.62391477130227e+01°)
1.13474949985821e+00	(-1.39178977016537e+01dB,-6.62440124138632e+01°)
1.13501081567041e+00	(-1.39195732003503e+01dB,-6.62488763581804e+01°)
1.13527219165974e+00	(-1.39212488242192e+01dB,-6.62537395459517e+01°)
1.13553362784004e+00	(-1.39229245732217e+01dB,-6.62586019771547e+01°)
1.13579512422517e+00	(-1.39246004473187e+01dB,-6.62634636517670e+01°)
1.13605668082900e+00	(-1.39262764464713e+01dB,-6.62683245697664e+01°)
1.13631829766541e+00	(-1.39279525706406e+01dB,-6.62731847311307e+01°)
1.13657997474825e+00	(-1.39296288197877e+01dB,-6.62780441358377e+01°)
1.13684171209140e+00	(-1.39313051938737e+01dB,-6.62829027838656e+01°)
1.13710350970875e+00	(-1.39329816928596e+01dB,-6.62877606751924e+01°)
1.13736536761416e+00	(-1.39346583167066e+01dB,-6.62926178097963e+01°)
1.13762728582152e+00	(-1.39363350653757e+01dB,-6.62974741876556e+01°)
1.13788926434473e+00	(-1.39380119388281e+01dB,-6.63023298087486e+01°)
1.13815130319767e+00	(-1.39396889370248e+01dB,-6.63071846730537e+01°)
1.13841340239423e+00	(-1.39413660599270e+01dB,-6.63120387805496e+01°)
1.13867556194830e+00	(-1.39430433074958e+01dB,-6.63168921312148e+01°)
1.13893778187380e+00	(-1.39447206796923e+01dB,-6.63217447250282e+01°)
1.13920006218462e+00	(-1.39463981764777e+01dB,-6.63265965619685e+01°)
1.13946240289466e+00	(-1.39480757978131e+01dB,-6.63314476420146e+01°)
1.13972480401784e+00	(-1.39497535436595e+01dB,-6.63362979651455e+01°)
1.13998726556807e+00	(-1.39514314139783e+01dB,-6.63411475313403e+01°)
1.14024978755926e+00	(-1.39531094087305e+01dB,-6.63459963405782e+01°)
1.14051237000533e+00	(-1.39547875278772e+01dB,-6.63508443928384e+01°)
1.14077501292021e+00	(-1.39564657713797e+01dB,-6.63556916881003e+01°)
1.14103771631781e+00	(-1.39581441391991e+01dB,-6.63605382263435e+01°)
1.14130048021208e+00	(-1.39598226312965e+01dB,-6.63653840075472e+01°)
1.14156330461693e+00	(-1.39615012476332e+01dB,-6.63702290316914e+01°)
1.14182618954631e+00	(-1.39631799881703e+01dB,-6.63750732987555e+01°)
1.14208913501415e+00	(-1.39648588528690e+01dB,-6.63799168087195e+01°)
1.14235214103439e+00	(-1.39665378416905e+01dB,-6.63847595615632e+01°)
1.14261520762097e+00	(-1.39682169545960e+01dB,-6.63896015572667e+01°)
1.14287833478786e+00	(-1.39698961915467e+01dB,-6.63944427958100e+01°)
1.14314152254898e+00	(-1.39715755525038e+01dB,-6.63992832771732e+01°)
1.14340477091831e+00	(-1.39732550374284e+01dB,-6.64041230013366e+01°)
1.14366807990979e+00	(-1.39749346462819e+01dB,-6.64089619682806e+01°)
1.14393144953739e+00	(-1.39766143790255e+01dB,-6.64138001779856e+01°)
1.14419487981507e+00	(-1.39782942356203e+01dB,-6.64186376304322e+01°)
1.14445837075679e+00	(-1.39799742160275e+01dB,-6.64234743256008e+01°)
1.14472192237653e+00	(-1.39816543202086e+01dB,-6.64283102634723e+01°)
1.14498553468827e+00	(-1.39833345481246e+01dB,-6.64331454440275e+01°)
1.14524920770597e+00	(-1.39850148997368e+01dB,-6.64379798672471e+01°)
1.14551294144361e+00	(-1.39866953750064e+01dB,-6.64428135331123e+01°)
1.14577673591519e+00	(-1.39883759738948e+01dB,-6.64476464416039e+01°)
1.14604059113468e+00	(-1.39900566963632e+01dB,-6.64524785927033e+01°)
1.14630450711607e+00	(-1.39917375423728e+01dB,-6.64573099863916e+01°)
1.14656848387337e+00	(-1.39934185118849e+01dB,-6.64621406226502e+01°)
1.14683252142055e+00	(-1.39950996048608e+01dB,-6.64669705014604e+01°)
1.14709661977163e+00	(-1.39967808212618e+01dB,-6.64717996228038e+01°)
1.14736077894060e+00	(-1.39984621610492e+01dB,-6.64766279866619e+01°)
1.14762499894147e+00	(-1.40001436241842e+01dB,-6.64814555930165e+01°)
1.14788927978825e+00	(-1.40018252106281e+01dB,-6.64862824418494e+01°)
1.14815362149496e+00	(-1.40035069203423e+01dB,-6.64911085331423e+01°)
1.14841802407559e+00	(-1.40051887532881e+01dB,-6.64959338668773e+01°)
1.14868248754418e+00	(-1.40068707094267e+01dB,-6.65007584430363e+01°)
1.14894701191475e+00	(-1.40085527887195e+01dB,-6.65055822616015e+01°)
1.14921159720131e+00	(-1.40102349911278e+01dB,-6.65104053225552e+01°)
1.14947624341790e+00	(-1.40119173166130e+01dB,-6.65152276258795e+01°)
1.14974095057856e+00	(-1.40135997651363e+01dB,-6.65200491715570e+01°)
1.15000571869730e+00	(-1.40152823366591e+01dB,-6.65248699595701e+01°)
1.15027054778818e+00	(-1.40169650311427e+01dB,-6.65296899899013e+01°)
1.15053543786523e+00	(-1.40186478485486e+01dB,-6.65345092625334e+01°)
1.15080038894250e+00	(-1.40203307888380e+01dB,-6.65393277774491e+01°)
1.15106540103404e+00	(-1.40220138519723e+01dB,-6.65441455346311e+01°)
1.15133047415388e+00	(-1.40236970379129e+01dB,-6.65489625340625e+01°)
1.15159560831610e+00	(-1.40253803466212e+01dB,-6.65537787757263e+01°)
1.15186080353474e+00	(-1.40270637780584e+01dB,-6.65585942596055e+01°)
1.15212605982387e+00	(-1.40287473321860e+01dB,-6.65634089856833e+01°)
1.15239137719755e+00	(-1.40304310089655e+01dB,-6.65682229539430e+01°)
1.15265675566985e+00	(-1.40321148083581e+01dB,-6.65730361643680e+01°)
1.15292219525483e+00	(-1.40337987303252e+01dB,-6.65778486169418e+01°)
1.15318769596657e+00	(-1.40354827748283e+01dB,-6.65826603116478e+01°)
1.15345325781915e+00	(-1.40371669418288e+01dB,-6.65874712484698e+01°)
1.15371888082665e+00	(-1.40388512312880e+01dB,-6.65922814273914e+01°)
1.15398456500315e+00	(-1.40405356431675e+01dB,-6.65970908483964e+01°)
1.15425031036273e+00	(-1.40422201774286e+01dB,-6.66018995114687e+01°)
1.15451611691949e+00	(-1.40439048340327e+01dB,-6.66067074165923e+01°)
1.15478198468752e+00	(-1.40455896129413e+01dB,-6.66115145637513e+01°)
1.15504791368091e+00	(-1.40472745141158e+01dB,-6.66163209529299e+01°)
1.15531390391376e+00	(-1.40489595375176e+01dB,-6.66211265841123e+01°)
1.15557995540019e+00	(-1.40506446831083e+01dB,-6.66259314572827e+01°)
1.15584606815428e+00	(-1.40523299508492e+01dB,-6.66307355724257e+01°)
1.15611224219016e+00	(-1.40540153407018e+01dB,-6.66355389295258e+01°)
1.15637847752192e+00	(-1.40557008526277e+01dB,-6.66403415285675e+01°)
1.15664477416370e+00	(-1.40573864865881e+01dB,-6.66451433695356e+01°)
1.15691113212961e+00	(-1.40590722425447e+01dB,-6.66499444524147e+01°)
1.15717755143376e+00	(-1.40607581204588e+01dB,-6.66547447771898e+01°)
1.15744403209029e+00	(-1.40624441202921e+01dB,-6.66595443438459e+01°)
1.15771057411332e+00	(-1.40641302420059e+01dB,-6.66643431523678e+01°)
1.15797717751699e+00	(-1.40658164855618e+01dB,-6.66691412027409e+01°)
1.15824384231543e+00	(-1.40675028509213e+01dB,-6.66739384949502e+01°)
1.15851056852278e+00	(-1.40691893380458e+01dB,-6.66787350289811e+01°)
1.15877735615318e+00	(-1.40708759468970e+01dB,-6.66835308048190e+01°)
1.15904420522077e+00	(-1.40725626774362e+01dB,-6.66883258224493e+01°)
1.15931111573971e+00	(-1.40742495296251e+01dB,-6.66931200818576e+01°)
1.15957808772414e+00	(-1.40759365034251e+01dB,-6.66979135830296e+01°)
1.15984512118822e+00	(-1.40776235987978e+01dB,-6.67027063259509e+01°)
1.16011221614610e+00	(-1.40793108157047e+01dB,-6.67074983106074e+01°)
1.16037937261196e+00	(-1.40809981541074e+01dB,-6.67122895369850e+01°)
1.16064659059994e+00	(-1.40826856139675e+01dB,-6.67170800050697e+01°)
1.16091387012423e+00	(-1.40843731952463e+01dB,-6.67218697148476e+01°)
1.16118121119899e+00	(-1.40860608979057e+01dB,-6.67266586663049e+01°)
1.16144861383839e+00	(-1.40877487219070e+01dB,-6.67314468594277e+01°)
1.16171607805661e+00	(-1.40894366672119e+01dB,-6.67362342942025e+01°)
1.16198360386784e+00	(-1.40911247337819e+01dB,-6.67410209706157e+01°)
1.16225119128626e+00	(-1.40928129215786e+01dB,-6.67458068886538e+01°)
1.16251884032604e+00	(-1.40945012305637e+01dB,-6.67505920483034e+01°)
1.16278655100140e+00	(-1.40961896606987e+01dB,-6.67553764495512e+01°)
1.16305432332651e+00	(-1.40978782119451e+01dB,-6.67601600923839e+01°)
1.16332215731558e+00	(-1.40995668842647e+01dB,-6.67649429767884e+01°)
1.16359005298280e+00	(-1.41012556776190e+01dB,-6.67697251027518e+01°)
1.16385801034238e+00	(-1.41029445919696e+01dB,-6.67745064702609e+01°)
1.16412602940853e+00	(-1.41046336272781e+01dB,-6.67792870793031e+01°)
1.16439411019546e+00	(-1.41063227835062e+01dB,-6.67840669298653e+01°)
1.16466225271737e+00	(-1.41080120606155e+01dB,-6.67888460219350e+01°)
1.16493045698849e+00	(-1.41097014585677e+01dB,-6.67936243554995e+01°)
1.16519872302304e+00	(-1.41113909773243e+01dB,-6.67984019305464e+01°)
1.16546705083523e+00	(-1.41130806168471e+01dB,-6.68031787470631e+01°)
1.16573544043931e+00	(-1.41147703770976e+01dB,-6.68079548050373e+01°)
1.16600389184948e+00	(-1.41164602580375e+01dB,-6.68127301044567e+01°)
1.16627240508000e+00	(-1.41181502596286e+01dB,-6.68175046453091e+01°)
1.16654098014509e+00	(-1.41198403818324e+01dB,-6.68222784275825e+01°)
1.16680961705900e+00	(-1.41215306246106e+01dB,-6.68270514512649e+01°)
1.16707831583596e+00	(-1.41232209879250e+01dB,-6.68318237163442e+01°)
1.16734707649023e+00	(-1.41249114717371e+01dB,-6.68365952228087e+01°)
1.16761589903605e+00	(-1.41266020760088e+01dB,-6.68413659706466e+01°)
1.16788478348767e+00	(-1.41282928007016e+01dB,-6.68461359598463e+01°)
1.16815372985936e+00	(-1.41299836457773e+01dB,-6.68509051903960e+01°)
1.16842273816536e+00	(-1.41316746111977e+01dB,-6.68556736622845e+01°)
1.16869180841995e+00	(-1.41333656969243e+01dB,-6.68604413755002e+01°)
1.16896094063739e+00	(-1.41350569029189e+01dB,-6.68652083300319e+01°)
1.16923013483195e+00	(-1.41367482291433e+01dB,-6.68699745258682e+01°)
1.16949939101790e+00	(-1.41384396755592e+01dB,-6.68747399629980e+01°)
1.16976870920952e+00	(-1.41401312421283e+01dB,-6.68795046414103e+01°)
1.17003808942108e+00	(-1.41418229288123e+01dB,-6.68842685610941e+01°)
1.17030753166686e+00	(-1.41435147355730e+01dB,-6.68890317220385e+01°)
1.17057703596116e+00	(-1.41452066623722e+01dB,-6.68937941242327e+01°)
1.17084660231827e+00	(-1.41468987091716e+01dB,-6.68985557676659e+01°)
1.17111623075247e+00	(-1.41485908759329e+01dB,-6.69033166523276e+01°)
1.17138592127805e+00	(-1.41502831626180e+01dB,-6.69080767782071e+01°)
1.17165567390933e+00	(-1.41519755691886e+01dB,-6.69128361452939e+01°)
1.17192548866059e+00	(-1.41536680956065e+01dB,-6.69175947535778e+01°)
1.17219536554615e+00	(-1.41553607418334e+01dB,-6.69223526030484e+01°)
1.17246530458032e+00	(-1.41570535078312e+01dB,-6.69271096936955e+01°)
1.17273530577740e+00	(-1.41587463935617e+01dB,-6.69318660255090e+01°)
1.17300536915171e+00	(-1.41604393989866e+01dB,-6.69366215984788e+01°)
1.17327549471758e+00	(-1.41621325240677e+01dB,-6.69413764125950e+01°)
1.17354568248931e+00	(-1.41638257687670e+01dB,-6.69461304678477e+01°)
1.17381593248124e+00	(-1.41655191330461e+01dB,-6.69508837642271e+01°)
1.17408624470770e+00	(-1.41672126168670e+01dB,-6.69556363017235e+01°)
1.17435661918301e+00	(-1.41689062201914e+01dB,-6.69603880803274e+01°)
1.17462705592151e+00	(-1.41705999429812e+01dB,-6.69651391000291e+01°)
1.17489755493755e+00	(-1.41722937851982e+01dB,-6.69698893608192e+01°)
1.17516811624545e+00	(-1.41739877468043e+01dB,-6.69746388626884e+01°)
1.17543873985958e+00	(-1.41756818277613e+01dB,-6.69793876056274e+01°)
1.17570942579426e+00	(-1.41773760280310e+01dB,-6.69841355896270e+01°)
1.17598017406387e+00	(-1.41790703475754e+01dB,-6.69888828146780e+01°)
1.17625098468274e+00	(-1.41807647863564e+01dB,-6.69936292807716e+01°)
1.17652185766524e+00	(-1.41824593443357e+01dB,-6.69983749878987e+01°)
1.17679279302573e+00	(-1.41841540214752e+01dB,-6.70031199360505e+01°)
1.17706379077858e+00	(-1.41858488177369e+01dB,-6.70078641252182e+01°)
1.17733485093815e+00	(-1.41875437330827e+01dB,-6.70126075553931e+01°)
1.17760597351882e+00	(-1.41892387674743e+01dB,-6.70173502265667e+01°)
1.17787715853496e+00	(-1.41909339208739e+01dB,-6.70220921387304e+01°)
1.17814840600094e+00	(-1.41926291932431e+01dB,-6.70268332918758e+01°)
1.17841971593115e+00	(-1.41943245845440e+01dB,-6.70315736859946e+01°)
1.17869108833997e+00	(-1.41960200947385e+01dB,-6.70363133210785e+01°)
1.17896252324180e+00	(-1.41977157237885e+01dB,-6.70410521971193e+01°)
1.17923402065101e+00	(-1.41994114716560e+01dB,-6.70457903141089e+01°)
1.17950558058201e+00	(-1.42011073383028e+01dB,-6.70505276720393e+01°)
1.17977720304920e+00	(-1.42028033236909e+01dB,-6.70552642709027e+01°)
1.18004888806697e+00	(-1.42044994277823e+01dB,-6.70600001106911e+01°)
1.18032063564974e+00	(-1.42061956505389e+01dB,-6.70647351913968e+01°)
1.18059244581190e+00	(-1.42078919919227e+01dB,-6.70694695130122e+01°)
1.18086431856787e+00	(-1.42095884518956e+01dB,-6.70742030755296e+01°)
1.18113625393206e+00	(-1.42112850304196e+01dB,-6.70789358789416e+01°)
1.18140825191889e+00	(-1.42129817274567e+01dB,-6.70836679232407e+01°)
1.18168031254279e+00	(-1.42146785429689e+01dB,-6.70883992084197e+01°)
1.18195243581817e+00	(-1.42163754769181e+01dB,-6.70931297344712e+01°)
1.18222462175947e+00	(-1.42180725292664e+01dB,-6.70978595013881e+01°)
1.18249687038111e+00	(-1.42197696999757e+01dB,-6.71025885091633e+01°)
1.18276918169753e+00	(-1.42214669890081e+01dB,-6.71073167577898e+01°)
1.18304155572317e+00	(-1.42231643963256e+01dB,-6.71120442472608e+01°)
1.18331399247246e+00	(-1.42248619218901e+01dB,-6.71167709775693e+01°)
1.18358649195986e+00	(-1.42265595656637e+01dB,-6.71214969487087e+01°)
1.18385905419981e+00	(-1.42282573276085e+01dB,-6.71262221606722e+01°)
1.18413167920676e+00	(-1.42299552076865e+01dB,-6.71309466134533e+01°)
1.18440436699517e+00	(-1.42316532058596e+01dB,-6.71356703070455e+01°)
1.18467711757948e+00	(-1.42333513220900e+01dB,-6.71403932414424e+01°)
1.18494993097418e+00	(-1.42350495563397e+01dB,-6.71451154166377e+01°)
1.18522280719371e+00	(-1.42367479085708e+01dB,-6.71498368326251e+01°)
1.18549574625254e+00	(-1.42384463787453e+01dB,-6.71545574893984e+01°)
1.18576874816516e+00	(-1.42401449668253e+01dB,-6.71592773869516e+01°)
1.18604181294602e+00	(-1.42418436727729e+01dB,-6.71639965252787e+01°)
1.18631494060961e+00	(-1.42435424965501e+01dB,-6.71687149043738e+01°)
1.18658813117042e+00	(-1.42452414381190e+01dB,-6.71734325242310e+01°)
1.18686138464291e+00	(-1.42469404974418e+01dB,-6.71781493848446e+01°)
1.18713470104159e+00	(-1.42486396744805e+01dB,-6.71828654862090e+01°)
1.18740808038094e+00	(-1.42503389691972e+01dB,-6.71875808283186e+01°)
1.18768152267546e+00	(-1.42520383815541e+01dB,-6.71922954111678e+01°)
1.18795502793964e+00	(-1.42537379115132e+01dB,-6.71970092347513e+01°)
1.18822859618799e+00	(-1.42554375590366e+01dB,-6.72017222990637e+01°)
1.18850222743501e+00	(-1.42571373240866e+01dB,-6.72064346040998e+01°)
1.18877592169520e+00	(-1.42588372066252e+01dB,-6.72111461498545e+01°)
1.18904967898309e+00	(-1.42605372066146e+01dB,-6.72158569363226e+01°)
1.18932349931317e+00	(-1.42622373240169e+01dB,-6.72205669634992e+01°)
1.18959738269998e+00	(-1.42639375587943e+01dB,-6.72252762313793e+01°)
1.18987132915803e+00	(-1.42656379109089e+01dB,-6.72299847399582e+01°)
1.19014533870184e+00	(-1.42673383803229e+01dB,-6.72346924892310e+01°)
1.19041941134595e+00	(-1.42690389669984e+01dB,-6.72393994791931e+01°)
1.19069354710488e+00	(-1.42707396708977e+01dB,-6.72441057098400e+01°)
1.19096774599317e+00	(-1.42724404919828e+01dB,-6.72488111811671e+01°)
1.19124200802536e+00	(-1.42741414302161e+01dB,-6.72535158931699e+01°)
1.19151633321599e+00	(-1.42758424855596e+01dB,-6.72582198458443e+01°)
1.19179072157959e+00	(-1.42775436579756e+01dB,-6.72629230391859e+01°)
1.19206517313073e+00	(-1.42792449474263e+01dB,-6.72676254731906e+01°)
1.19233968788395e+00	(-1.42809463538739e+01dB,-6.72723271478543e+01°)
1.19261426585380e+00	(-1.42826478772806e+01dB,-6.72770280631729e+01°)
1.19288890705485e+00	(-1.42843495176087e+01dB,-6.72817282191426e+01°)
1.19316361150165e+00	(-1.42860512748202e+01dB,-6.72864276157594e+01°)
1.19343837920878e+00	(-1.42877531488776e+01dB,-6.72911262530198e+01°)
1.19371321019079e+00	(-1.42894551397430e+01dB,-6.72958241309199e+01°)
1.19398810446225e+00	(-1.42911572473787e+01dB,-6.73005212494562e+01°)
1.19426306203775e+00	(-1.42928594717469e+01dB,-6.73052176086252e+01°)
1.19453808293187e+00	(-1.42945618128098e+01dB,-6.73099132084235e+01°)
1.19481316715917e+00	(-1.42962642705298e+01dB,-6.73146080488477e+01°)
1.19508831473425e+00	(-1.42979668448692e+01dB,-6.73193021298945e+01°)
1.19536352567170e+00	(-1.42996695357901e+01dB,-6.73239954515608e+01°)
1.19563879998610e+00	(-1.43013723432548e+01dB,-6.73286880138435e+01°)
1.19591413769205e+00	(-1.43030752672257e+01dB,-6.73333798167396e+01°)
